Name,DisseminationURL
PT-TT-SNI-DGE-3-18_m0001.TIF,vault://A2026160E92A173AF18B159BA01307CB
PT-TT-SNI-DGE-3-18_m0002.TIF,vault://07B0BBE7B946C3B8E04CBB030ED34660
PT-TT-SNI-DGE-3-18_m0003.TIF,vault://8CE5125212CD5B6C0EF13F21EFAD6F46
PT-TT-SNI-DGE-3-18_m0004.TIF,vault://D97BF52DADAC67FAC14F6E5929D939C1
PT-TT-SNI-DGE-3-18_m0005.TIF,vault://EECD968CE55E5D222F7A9A6731923666
PT-TT-SNI-DGE-3-18_m0006.TIF,vault://2C71C7430476ECF35B38A56C71F0E246
PT-TT-SNI-DGE-3-18_m0007.TIF,vault://C003377533F02860844AB8929AA32353
PT-TT-SNI-DGE-3-18_m0008.TIF,vault://AAF719C56CF1515222572AD56E759079
PT-TT-SNI-DGE-3-18_m0009.TIF,vault://B258FC7AF7F8D550F9D43B0BABA33A6F
PT-TT-SNI-DGE-3-18_m0010.TIF,vault://FC123267F4E442B5AB224C708DDD2ED3
PT-TT-SNI-DGE-3-18_m0011.TIF,vault://6368050B451F53494F88719D2D3C48F9
PT-TT-SNI-DGE-3-18_m0012.TIF,vault://9A0B9CEDA0C6E3021BCBEDD471865B85
PT-TT-SNI-DGE-3-18_m0013.TIF,vault://F8F3342DB2E76D98B461F24E68958173
PT-TT-SNI-DGE-3-18_m0014.TIF,vault://3FCF6983EC6B9D542759EE8A9939E26A
PT-TT-SNI-DGE-3-18_m0015.TIF,vault://7D099F659F5060DD9249CE380D598B35
PT-TT-SNI-DGE-3-18_m0016.TIF,vault://EF01A202EED302E55EE1EE6304B121FD
PT-TT-SNI-DGE-3-18_m0017.TIF,vault://78018EE2DF76E7B831F26AC8C8A83771
PT-TT-SNI-DGE-3-18_m0018.TIF,vault://E3AF0F25AF1681FB1ECF0D7AA1D5121A
PT-TT-SNI-DGE-3-18_m0019.TIF,vault://F47563C5890E919487D8C46F22FCD298
PT-TT-SNI-DGE-3-18_m0020.TIF,vault://934F72D966EF3381BCE6841C6FAEC106
PT-TT-SNI-DGE-3-18_m0021.TIF,vault://069C4D795A17C3A1E1E7BEA54444A7E3
PT-TT-SNI-DGE-3-18_m0022.TIF,vault://5A7427CC06D5751AECE0F6F60FD73EA9
PT-TT-SNI-DGE-3-18_m0023.TIF,vault://5716F1176581EAABEF53BBD6076BB755
PT-TT-SNI-DGE-3-18_m0024.TIF,vault://979417BC1B8284E463468C7E1EFF5466
PT-TT-SNI-DGE-3-18_m0025.TIF,vault://F630C6CA98D44003B0555E33CB714721
PT-TT-SNI-DGE-3-18_m0026.TIF,vault://F66648A9482FF543CAF51A711BFBDB1C
PT-TT-SNI-DGE-3-18_m0027.TIF,vault://F466C6BFAFA014FD4BD654865C3691F6
PT-TT-SNI-DGE-3-18_m0028.TIF,vault://AB4E81A0394AF10ABC07B766EC094DAA
PT-TT-SNI-DGE-3-18_m0029.TIF,vault://7A8C31596C8663E3DDB5F97694C6C8DD
PT-TT-SNI-DGE-3-18_m0030.TIF,vault://B352E93CA85EA9275C272BC5F135365D
PT-TT-SNI-DGE-3-18_m0031.TIF,vault://164BE3225EB3F5B2B61F05AF7EB14925
PT-TT-SNI-DGE-3-18_m0032.TIF,vault://8130C0999F993F60663053AB490308C9
PT-TT-SNI-DGE-3-18_m0033.TIF,vault://B62EF20E3988ECC2D123BE8BBB5B7DD6
PT-TT-SNI-DGE-3-18_m0034.TIF,vault://2F037763D23DA4AAE1573C7BF8CB2B1F
PT-TT-SNI-DGE-3-18_m0035.TIF,vault://203FA6F22899EBD88B764E9A31363DA1
PT-TT-SNI-DGE-3-18_m0036.TIF,vault://BE11B6C3EA019A89C833905D8D59C525
PT-TT-SNI-DGE-3-18_m0037.TIF,vault://F28C7D4E1770AECCF6F34E4160B21B5F
PT-TT-SNI-DGE-3-18_m0038.TIF,vault://ADCF5707041905AE246BC449359FD6D5
PT-TT-SNI-DGE-3-18_m0039.TIF,vault://2E21128FE13088447EE4262D6BCAF684
PT-TT-SNI-DGE-3-18_m0040.TIF,vault://8137E71322D5D192BE694BEDB68E4473
PT-TT-SNI-DGE-3-18_m0041.TIF,vault://F1A53C762B22E374E777533A83190CE6
PT-TT-SNI-DGE-3-18_m0042.TIF,vault://583768DE196109AB7D7E6CD3759D024C
PT-TT-SNI-DGE-3-18_m0043.TIF,vault://DD6C3F97FF4F07683D382E6FC0FFA62F
PT-TT-SNI-DGE-3-18_m0044.TIF,vault://8A3BCB8F230599C7074C03AE965E08B2
PT-TT-SNI-DGE-3-18_m0045.TIF,vault://736E17DEDD455EB17A7AB20EB9743CBA
PT-TT-SNI-DGE-3-18_m0046.TIF,vault://E4373584CD9815C2F305A1298095EA5A
PT-TT-SNI-DGE-3-18_m0047.TIF,vault://14ACC3E37AC793101938F7DEB55D16E5
PT-TT-SNI-DGE-3-18_m0048.TIF,vault://389442990C5A991A93A6A2C54BF807D9
PT-TT-SNI-DGE-3-18_m0049.TIF,vault://B31E2CD9FF0033C07FBDD6641A235FEF
PT-TT-SNI-DGE-3-18_m0050.TIF,vault://6C2C5F9DF564253D959BB68BD382AF7E
PT-TT-SNI-DGE-3-18_m0051.TIF,vault://93176818D7C3288A06CE0866BD74AFBE
PT-TT-SNI-DGE-3-18_m0052.TIF,vault://67F03D62775A13BF4052EDCFA3134E05
PT-TT-SNI-DGE-3-18_m0053.TIF,vault://38CE65A9B0C931D4251C38648674ECA1
PT-TT-SNI-DGE-3-18_m0054.TIF,vault://3E165BFD91943F740FD5997E9047E5F3
PT-TT-SNI-DGE-3-18_m0055.TIF,vault://B1D067F3753D9A88A76EFDA3B47B2DAB
PT-TT-SNI-DGE-3-18_m0056.TIF,vault://79D0FE6582122DC0EFA6800B974DD119
PT-TT-SNI-DGE-3-18_m0057.TIF,vault://3CA3FAB5E490D42F2102956710EBC413
PT-TT-SNI-DGE-3-18_m0058.TIF,vault://C38A70B92CDFFE8DBBC27D26B501FF48
PT-TT-SNI-DGE-3-18_m0059.TIF,vault://F14DE7C2F898350A1608EAC522156CFD
PT-TT-SNI-DGE-3-18_m0060.TIF,vault://3A270DB4E3F4D93EE39874137B2BA3BD
PT-TT-SNI-DGE-3-18_m0061.TIF,vault://C661BB4F6E3C0973B67268729B50D772
PT-TT-SNI-DGE-3-18_m0062.TIF,vault://5216726D1D5538FB0A116342317D4AAB
PT-TT-SNI-DGE-3-18_m0063.TIF,vault://EC5C51511E881137580F7BCC58D2B8BC
PT-TT-SNI-DGE-3-18_m0064.TIF,vault://AB6634CC670E6405C1EDF9576D4AA6BF
PT-TT-SNI-DGE-3-18_m0065.TIF,vault://221F885F2FBF19C27D3C9A0FD90BC0CC
PT-TT-SNI-DGE-3-18_m0066.TIF,vault://95F8217C09DD470A9B646E8965A040C9
PT-TT-SNI-DGE-3-18_m0067.TIF,vault://BC236B25C7F88B2556FEAE21C34741FB
PT-TT-SNI-DGE-3-18_m0068.TIF,vault://55E41A824F177CAD543ED07E1154C7C8
PT-TT-SNI-DGE-3-18_m0069.TIF,vault://3AEC09070323B32BB595406EF84AD06E
PT-TT-SNI-DGE-3-18_m0070.TIF,vault://C75C6C936420EE1B9606938BAC2D9296
PT-TT-SNI-DGE-3-18_m0071.TIF,vault://3FD5048C8BA6B87F318DA4074BC6B7DF
PT-TT-SNI-DGE-3-18_m0072.TIF,vault://1BCCFDEA24DBCC8F59E9B60240F8094C
PT-TT-SNI-DGE-3-18_m0073.TIF,vault://42B6CE7C18B8F40780F6586C09932511
PT-TT-SNI-DGE-3-18_m0074.TIF,vault://CB99568FC7054779C94AD00967A272EA
PT-TT-SNI-DGE-3-18_m0075.TIF,vault://4BC48DB11B816EF656EC0771D74B8A66
PT-TT-SNI-DGE-3-18_m0076.TIF,vault://1D6CE0861288DC24B922E5BF02CB9531
PT-TT-SNI-DGE-3-18_m0077.TIF,vault://C53C194D20FEF56E3CBF4388E4998388
PT-TT-SNI-DGE-3-18_m0078.TIF,vault://F11406D393EDE258839E7EB54E607805
PT-TT-SNI-DGE-3-18_m0079.TIF,vault://13AFFE99DE972360D1C4E75054AEF901
PT-TT-SNI-DGE-3-18_m0080.TIF,vault://7017BA29ACB1E80CDBB5C427F845AE62
PT-TT-SNI-DGE-3-18_m0081.TIF,vault://163A4652045D3FE4235C46FDC495F4F1
PT-TT-SNI-DGE-3-18_m0082.TIF,vault://C75B090534E5A1D07C059FB6FE398FD7
PT-TT-SNI-DGE-3-10_m0001.TIF,vault://808E301B971C1E08C9C475D70FA7D173
PT-TT-SNI-DGE-3-10_m0002.TIF,vault://05BDB308F1E4945DE72326C52CDAC4F5
PT-TT-SNI-DGE-3-10_m0003.TIF,vault://CC3C173A13AA972EFD925C9B86510942
PT-TT-SNI-DGE-3-10_m0004.TIF,vault://EAD4751A495DADCAD443CCC235DBB7AF
PT-TT-SNI-DGE-3-10_m0005.TIF,vault://8B7CFB33A2700B2C07995E13B324C2BC
PT-TT-SNI-DGE-3-10_m0006.TIF,vault://AEA332979EDB930B3CB15AA862A31F28
PT-TT-SNI-DGE-3-10_m0007.TIF,vault://5D7A4F33883157BF6A9ED0091B67A5D1
PT-TT-SNI-DGE-3-10_m0008.TIF,vault://60E3269387DA857D32F2063C2EDAD205
PT-TT-SNI-DGE-3-10_m0009.TIF,vault://11D7ECBF5896F83CE5C430CB7B070957
PT-TT-SNI-DGE-3-10_m0010.TIF,vault://7B1ED105CB1C1445E138321EDAF33970
PT-TT-SNI-DGE-3-10_m0011.TIF,vault://C038863CBE50BB7F3A29F29ACA177C0A
PT-TT-SNI-DGE-3-10_m0012.TIF,vault://F134A63CD018E8C275A41891197061DB
PT-TT-SNI-DGE-3-10_m0013.TIF,vault://64CB8FE93B3E3FFF62AB87FC88B45704
PT-TT-SNI-DGE-3-10_m0014.TIF,vault://12A91D932F860034A721B33B4B9329DC
PT-TT-SNI-DGE-3-10_m0015.TIF,vault://EE1897374BD0ADCC3834F11EFE3ECEA8
PT-TT-SNI-DGE-3-10_m0016.TIF,vault://506E52849C3273A878E851B8F7DCB300
PT-TT-SNI-DGE-3-10_m0017.TIF,vault://66BFD489D8CBCF9F999197F9A832D6E4
PT-TT-SNI-DGE-3-10_m0018.TIF,vault://B79B300DFD30D5092C7D07B43831FDFB
PT-TT-SNI-DGE-3-10_m0019.TIF,vault://D59817497EDD986A79BD86F9BB740DD8
PT-TT-SNI-DGE-3-10_m0020.TIF,vault://166276E7B32A656ECE2585479BB042E0
PT-TT-SNI-DGE-3-10_m0021.TIF,vault://08DB85ACA8EFFF5A8D6F53E23183F96D
PT-TT-SNI-DGE-3-10_m0022.TIF,vault://98F1885BB5536C3703324F3AAE109B5C
PT-TT-SNI-DGE-3-10_m0023.TIF,vault://EF15B6907670DC9EB5029ECFA1185BCC
PT-TT-SNI-DGE-3-10_m0024.TIF,vault://C46C598689614DDD806F5FA88C0F1F7D
PT-TT-SNI-DGE-3-10_m0025.TIF,vault://36B81DE0113F226289A5A9C88D5D0A62
PT-TT-SNI-DGE-3-10_m0026.TIF,vault://2865496C92CEEA936B09EB0835C46FE3
PT-TT-SNI-DGE-3-10_m0027.TIF,vault://A0A3A6784039F18BDCF09D48BACAADBA
PT-TT-SNI-DGE-3-10_m0028.TIF,vault://BF41F3D672C95D072759AA4C721A5664
PT-TT-SNI-DGE-3-10_m0029.TIF,vault://6F8597DC9A33A02B4CEA262966D8D366
PT-TT-SNI-DGE-3-10_m0030.TIF,vault://E9FD00968E461817F4103F982F7FFCA0
PT-TT-SNI-DGE-3-10_m0031.TIF,vault://78A5BC29D187A0E2FF820BCB02170C67
PT-TT-SNI-DGE-3-10_m0032.TIF,vault://B66A102A0367D625BE83EB9968472C04
PT-TT-SNI-DGE-3-10_m0033.TIF,vault://8187E191401CF11D90F53EC090EAC822
PT-TT-SNI-DGE-3-10_m0034.TIF,vault://48BB9A24B514F95C90C168979D1CE251
PT-TT-SNI-DGE-3-10_m0035.TIF,vault://9CBFE10A72A7C1C3A143435D5F6DD987
PT-TT-SNI-DGE-3-10_m0036.TIF,vault://F78184AC6A0932DD6DC6D403BE8EB5AF
PT-TT-SNI-DGE-3-10_m0037.TIF,vault://3085605C4476BF025AAD371E71ED4926
PT-TT-SNI-DGE-3-10_m0038.TIF,vault://007AF523DB6F9C35A3B343AD5AED96FC
PT-TT-SNI-DGE-3-10_m0039.TIF,vault://03EF51904203D071D47A4E74BE8DA054
PT-TT-SNI-DGE-3-10_m0040.TIF,vault://B1646E426284CEA14DA4E25D108A86AF
PT-TT-SNI-DGE-3-10_m0041.TIF,vault://BC61E349EF8145335C52FE7BDFEF017C
PT-TT-SNI-DGE-3-10_m0042.TIF,vault://67BB62E3F590DE1F8D9501AC57DB28E7
PT-TT-SNI-DGE-3-10_m0043.TIF,vault://C8BFB8988C5F2C7E7C185ED78AA9DF45
PT-TT-SNI-DGE-3-10_m0044.TIF,vault://8D316E527A13133D069ADA78F054D95E
PT-TT-SNI-DGE-3-10_m0045.TIF,vault://03EE60CA925EF8563830115A7AFBFEF8
PT-TT-SNI-DGE-3-10_m0046.TIF,vault://566BEED7553963BF178ED54C1D754F5D
PT-TT-SNI-DGE-3-10_m0047.TIF,vault://10715D2FF9E0F5F447F9A41CD97A9CEC
PT-TT-SNI-DGE-3-10_m0048.TIF,vault://47BF493D4CA1C5E30413156184C7562A
PT-TT-SNI-DGE-3-10_m0049.TIF,vault://3E3FAF502B8FA24780ACFDCF8640FC5B
PT-TT-SNI-DGE-3-10_m0050.TIF,vault://643D42ACCB7EB63E31D53CF988B3B63B
PT-TT-SNI-DGE-3-10_m0051.TIF,vault://F7AC811A33EDB30B83E6D16A8E8D67BF
PT-TT-SNI-DGE-3-10_m0052.TIF,vault://CA10B3CFBB0AC6F094CFC584923631A2
PT-TT-SNI-DGE-3-10_m0053.TIF,vault://58EA33B7C695D04D9A26FB9E941633AD
PT-TT-SNI-DGE-3-10_m0054.TIF,vault://5D2622AAE79FC23DAEDA00970C378EC6
PT-TT-SNI-DGE-3-10_m0055.TIF,vault://C2A4761167A9BFBBF308DCD0269192EB
PT-TT-SNI-DGE-3-10_m0056.TIF,vault://A48EB1BE1A66CF92392370BCFC1049F6
PT-TT-SNI-DGE-3-10_m0057.TIF,vault://3F587697C1208578F48043800BD2BD35
PT-TT-SNI-DGE-3-10_m0058.TIF,vault://D2B39FD948F6F59C5C1AAABECD6168AD
PT-TT-SNI-DGE-3-10_m0059.TIF,vault://41C2C28C6E384B2C317775BD650A13D1
PT-TT-SNI-DGE-3-10_m0060.TIF,vault://82B244185C7A9B2208170068436536BC
PT-TT-SNI-DGE-3-10_m0061.TIF,vault://882008EAAC614C82A152A8CF1AC17568
PT-TT-SNI-DGE-3-10_m0062.TIF,vault://562E365D43674B217DF2465D34F1B26D
PT-TT-SNI-DGE-3-10_m0063.TIF,vault://56FBA588254CFB601F2F74DA3BA15248
PT-TT-SNI-DGE-3-10_m0064.TIF,vault://8F4D9CF6454F1F5E01FF1198A7C9ACF6
PT-TT-SNI-DGE-3-10_m0065.TIF,vault://B7828B5EF17754E41F4023A07767157E
PT-TT-SNI-DGE-3-10_m0066.TIF,vault://38C600CD0EAAB9D316D5795D307AAF88
PT-TT-SNI-DGE-3-10_m0067.TIF,vault://15BA4F8D8E153F354D41BFBA9590845A
PT-TT-SNI-DGE-3-10_m0068.TIF,vault://781FCAD59D4E9DAC5C2630A2FC5032C1
PT-TT-SNI-DGE-3-10_m0069.TIF,vault://588C0DD8EABE0133646B86B5A3AC3F3F
PT-TT-SNI-DGE-3-10_m0070.TIF,vault://E49FD805BE21AB045FBA3D6F5D424AAD
PT-TT-SNI-DGE-3-10_m0071.TIF,vault://B4E94289DAB49C19FF2791DBAECF832A
PT-TT-SNI-DGE-3-10_m0072.TIF,vault://9D43CC3152063EFCD500D7DAEFD1FC72
PT-TT-SNI-DGE-3-10_m0073.TIF,vault://6B3BCDC131A67923C4D71C77D3CBD7F8
PT-TT-SNI-DGE-3-10_m0074.TIF,vault://5D02A5F95E7A5D7860BAE0E909523922
PT-TT-SNI-DGE-3-10_m0075.TIF,vault://7BBF3F666ED04E2B512BCCFD621E8EC5
PT-TT-SNI-DGE-3-10_m0076.TIF,vault://7DF9C75E13F318D63020F1000CF8979E
PT-TT-SNI-DGE-3-10_m0077.TIF,vault://222DC3FA737505BCE2FB7FE4D71D040B
PT-TT-SNI-DGE-3-10_m0078.TIF,vault://FBFF215006E85B3C9CE98DA8A95BEDDA
PT-TT-SNI-DGE-3-10_m0079.TIF,vault://38BDFB77348EB567472C30381C543C17
PT-TT-SNI-DGE-3-10_m0080.TIF,vault://04C209824DBF4F752280D62B9E9B5CF5
PT-TT-SNI-DGE-3-10_m0081.TIF,vault://6F34523781D51889961E6B53BCCCE9C6
PT-TT-SNI-DGE-3-10_m0082.TIF,vault://A88A86D6D867AF35182CB90C3A23D783
PT-TT-SNI-DGE-3-10_m0083.TIF,vault://DE9079B36E61DDD51E5A7DAB0B8F0292
PT-TT-SNI-DGE-3-10_m0084.TIF,vault://5C588FB8A6B0246CF7BFAA3B7042CDF5
PT-TT-SNI-DGE-3-10_m0085.TIF,vault://B2607B9FE71EED6A6F65AC935BF6259B
PT-TT-SNI-DGE-3-10_m0086.TIF,vault://BDCA2C61FEE09316A9A6AC6B9B2CBFC9
PT-TT-SNI-DGE-3-10_m0087.TIF,vault://D0A52C48C4D5723E8D493E3284E14977
PT-TT-SNI-DGE-3-10_m0088.TIF,vault://1AA1CB1E30580B69F84A90266518F1B1
PT-TT-SNI-DGE-3-10_m0089.TIF,vault://33E7A58EF880FF6A459FD73DA96DC974
PT-TT-SNI-DGE-3-10_m0090.TIF,vault://3A69058BFE78A5DCB88B82676081D37F
PT-TT-SNI-DGE-3-10_m0091.TIF,vault://5EF13C58180B8E2B32A8BC9811449D4C
